Name,Web Address,Sales Rep,Vertical,Billing City,Billing State/Province,Annual Revenue,NAICS
P3 Medical Solutions,http://www.p3medicalsolutions.com,"Corbett, Danielle",Manufacturing,Denver,CO,$5M to $10M,621999 All Other Miscellaneous Ambulatory Health Care Services
Pabst Brewing Company,http://www.pabstbrewingco.com,"Zapalac, Ross",Food & Beverage,San Antonio,TX,$250M to $300M,312120 Breweries
"Pacific Agri-Products, Inc.",http://pacagri.com,"Corbett, Danielle",Retail,South San Francisco,CA,$20M to $30M,424470 Meat and Meat Product Merchant Wholesalers
"Pacific American Fish Co., Inc.",http://www.pafco.net,"Zapalac, Ross",Retail,Vernon,CA,$20M to $30M,424460 Fish and Seafood Merchant Wholesalers
Pacific Building Systems (PBS),http://www.pbsbuildings.com,"Uritis, Peter",Manufacturing,WOODBURN,OR,$10M to $20M,332311 Prefabricated Metal Building and Component Manufacturing
Pacific Galvanizing,http://www.pacificgalvanizing.com,"Dambrosio, Thomas",Manufacturing,Oakland,CA,$5M to $10M,"332812 Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers"
"Pacific Grain & Foods, LLC",http://www.pacificgrainandfoods.com,"Zapalac, Ross",Retail,Fresno,CA,$20M to $30M,424510 Grain and Field Bean Merchant Wholesalers
"Pacific International Vegetable Marketing, Inc.",http://www.pim4u.com,"Zapalac, Ross",Retail,Salinas,CA,$50M to $100M,424480 Fresh Fruit and Vegetable Merchant Wholesalers
Pacific Paper,http://www.pacificpaper.com/,"O'Neill, Brian",Manufacturing,Rancho Cucamonga,CA,$5M to $10M,322130 Paperboard Mills
Pacific Salmon Industries Inc,http://www.pacific-salmon.com,"Traywick, Reginald",Food & Beverage,Surrey,BC,$5M to $10M,311710 Seafood Product Preparation and Packaging
"Pacific States Petroleum, Inc.",http://www.pacstatespetro.com,"O'Neill, Brian",Retail,Pleasant Hill,CA,$20M to $30M,424710 Petroleum Bulk Stations and Terminals
Pacific Test Equipment Corp.,http://pacifictest.com,"Traywick, Reginald",Manufacturing,Sunnyvale,CA,$5M to $10M,334515 Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals
Pacific Vial Manufacturing Ind.,http://www.pacificvial.com,"Corbett, Danielle",Manufacturing,Commerce,CA,$10M to $20M,327213 Glass Container Manufacturing
PacWest Machinery LLC,http://www.pacwestmachinery.com,"Uritis, Peter",Manufacturing,Kent,WA,$10M to $20M,423810 Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers
Page Steel,http://pagesteel.com,"Traywick, Reginald",Manufacturing,Page,AZ,$5M to $10M,423510 Metal Service Centers and Other Metal Merchant Wholesalers
Pali Wine Company,http://www.paliwineco.com,"O'Neill, Brian",Retail,Santa Monica,CA,$10M to $20M,312130 Wineries
Palos Verdes Footwear Inc,https://www.volatileusa.com/,"Traywick, Reginald","Apparel, Footwear & Accessories",Carson,CA,$10M to $20M,424340 Footwear Merchant Wholesalers
Palouse Brand,https://www.palousebrand.com/,"Dambrosio, Thomas",Food & Beverage,Palouse,WA,$5M to $10M,311211 Flour Milling
"PanaVise Products, Inc.",http://www.panavise.com,"Zapalac, Ross",Manufacturing,Reno,NV,$30M to $50M,334220 Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing
Panda Windows & Doors,http://www.panda-windows.com,"Dambrosio, Thomas",Manufacturing,Las Vegas,NV,$10M to $20M,321911 Wood Window and Door Manufacturing
Panhandle Coop Association - (new name Legacy Cooperative),http://www.panhandlecoop.com,"Zapalac, Ross",Retail,,NE,$50M to $100M,445110 Supermarkets and Other Grocery Retailers (except Convenience Retailers)
Pantastic,https://pantastic.com/,"Traywick, Reginald",Manufacturing,San Francisco,CA,$5M to $10M,325611 Soap and Other Detergent Manufacturing
Papa Cantella,https://papacantella.com,"Dambrosio, Thomas",Retail,Vernon,CA,$10M to $20M,311612 Meat Processed from Carcasses
Paragon Pro Manufacturing Solutions,http://www.paragonpromfg.com,"Corbett, Danielle",Manufacturing,Grand Forks,ND,$5M to $10M,333249 Other Industrial Machinery Manufacturing
Paramount Dental Studio,http://www.paramountdentalstudio.com,"Uritis, Peter",Health & Beauty,Garden Grove,CA,$5M to $10M,339116 Dental Laboratories
"Paratech, Incorporated",http://www.paratech.com,"Zapalac, Ross",Manufacturing,Frankfort,IL,$50M to $100M,333318 Other Commercial and Service Industry Machinery Manufacturing
Parker House Furniture,http://www.parker-house.com,"Traywick, Reginald",Manufacturing,Baldwin Park,CA,$5M to $10M,449110 Furniture Retailers
Parking Boxx,http://parkingboxx.com,"Dambrosio, Thomas",Retail,Beaverton,OR,$10M to $20M,812930 Parking Lots and Garages
Partners by Design,http://www.pbdinc.com,"Uritis, Peter",Retail,Chicago,IL,$10M to $20M,541410 Interior Design Services
Patrick Lumber Co,http://www.patlbr.com,"O'Neill, Brian",Manufacturing,Portland,OR,$5M to $10M,"423310 Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers"
Patriot Ordnance Factory,http://pof-usa.com,"Zapalac, Ross",Retail,Phoenix,AZ,$5M to $10M,"332994 Small Arms, Ordnance, and Ordnance Accessories Manufacturing"
PawsGrooming,http://pawsgroomingofcp.com,"Traywick, Reginald",Health & Beauty,Cameron Park,CA,$5M to $10M,812910 Pet Care (except Veterinary) Services
"Paxxus, Inc. (was Rollprint)",http://www.paxxus.com,"Zapalac, Ross",Manufacturing,Addison,IL,$50M to $100M,326113 Unlaminated Plastics Film and Sheet (except Packaging) Manufacturing
PBB Architectural,http://www.pbbinc.com,"Corbett, Danielle",Manufacturing,,CA,$5M to $10M,332510 Hardware Manufacturing
PBC Linear Company,http://www.pbclinear.com,"Dynek, Christopher",Manufacturing,Roscoe,IL,$30M to $50M,335910 Battery Manufacturing
PCI Manufacturing,http://www.pcistl.com,"Traywick, Reginald",Manufacturing,Saint Louis,MO,$5M to $10M,325612 Polish and Other Sanitation Good Manufacturing
PD Holdings,http://www.particledynamics.com,"Zapalac, Ross",Manufacturing,Saint Louis,MO,$20M to $30M,325412 Pharmaceutical Preparation Manufacturing
Peak Glass,http://peakglass.com,"Dambrosio, Thomas",Retail,Jackson,WY,$10M to $20M,444190 Other Building Material Dealers
Peddinghaus  Corporation,http://www.peddinghaus-rebar.com/,"Zapalac, Ross",Manufacturing,Bradley,IL,$100M to $150M,423840 Industrial Supplies Merchant Wholesalers
"Peerless Energy Systems, LLC",http://peerlessenergy.com,"Dambrosio, Thomas",Manufacturing,Omaha,NE,$5M to $10M,333912 Air and Gas Compressor Manufacturing
Pegasus Manufacturing,http://www.pegasusmfginc.com,"Dambrosio, Thomas",Manufacturing,Galesburg,IL,$5M to $10M,332710 Machine Shops
Pegasus Resources Inc,http://pegasusresourcesinc.com,"Dambrosio, Thomas",Manufacturing,Vancouver,BC,$5M to $10M,212291 Uranium-Radium-Vanadium Ore Mining
Pennys Salsa Inc,http://www.pennyssalsa.com,"Dambrosio, Thomas",Retail,Sumner,WA,$5M to $10M,424480 Fresh Fruit and Vegetable Merchant Wholesalers
Pentagon Technologies,http://www.pen-tec.com,"Zapalac, Ross",Manufacturing,Hayward,CA,$20M to $30M,541620 Environmental Consulting Services
"Performance Apparel Holdings, LLC dba Kindthread",https://kindthread.com,"Zapalac, Ross","Apparel, Footwear & Accessories",Canoga Park,CA,$150M to $200M,"424310 Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers"
Performance Audio LLC,http://www.performanceaudio.com,"Traywick, Reginald",Retail,Salt Lake City,UT,$10M to $20M,449210 Electronics and Appliance Retailers
Performance Gear Systems Inc.,http://www.performance-gear.com,"Traywick, Reginald",Manufacturing,Plainfield,IL,$10M to $20M,"333612 Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing"
Performance Plus Marketing,https://pplusmarketing.com/,"Dynek, Christopher",Services,Monrovia,CA,$10M to $20M,541613 Marketing Consulting Services
Pet Pros,http://petpros.net,"Dynek, Christopher",Retail,Seattle,WA,$20M to $30M,459910 Pet and Pet Supplies Retailers
Petcube,http://Petcube.com,"Dambrosio, Thomas",Manufacturing,San Francisco,CA,$10M to $20M,459910 Pet and Pet Supplies Retailers
PFB Corporation,https://pfbcustomhomes.com/,"Corbett, Danielle",Manufacturing,Meridian,ID,$5M to $10M,321992 Prefabricated Wood Building Manufacturing
PFI Conveyors,http://pficonveyors.com,"Corbett, Danielle",Manufacturing,Algona,IA,$10M to $20M,333922 Conveyor and Conveying Equipment Manufacturing
pH Pros,http://9866939pHPros.com,"Traywick, Reginald",Retail,,,Under $500K,
Pharma Tech Industries,https://pharma-tech.com/,"O'Neill, Brian",Manufacturing,Union,MO,$50M to $100M,325412 Pharmaceutical Preparation Manufacturing
Phillips Brewing,http://www.phillipsbeer.com,"Dambrosio, Thomas",Food & Beverage,Victoria,BC,$5M to $10M,312120 Breweries
Phoenix Group Information Systems,http://www.phxgroup.com,"Zapalac, Ross",Retail,Santa Ana,CA,$50M to $100M,423420 Office Equipment Merchant Wholesalers
"Phoenix Manufacturing, Inc.",http://www.phoenixmanufacturing.com,"Traywick, Reginald",Manufacturing,Phoenix,AZ,$100M to $150M,333415 Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing
"Phoenix Pumps, Inc",http://www.phoenixpumps.com/,"Corbett, Danielle",Manufacturing,Phoenix,AZ,$10M to $20M,423830 Industrial Machinery and Equipment Merchant Wholesalers
Photo Solutions Inc,http://www.photo-solutions.com,"Corbett, Danielle",Manufacturing,Wilsonville,OR,$5M to $10M,"541921 Photography Studios, Portrait"
Phycoterra,http://phycoterra.com,"O'Neill, Brian",Services,Chandler,AZ,$20M to $30M,541713 Research and Development in Nanotechnology
Piedmont Sheet Metal Ltd.,http://piedmontsheetmetal.ca/,"Dambrosio, Thomas",Manufacturing,Burnaby,BC,$5M to $10M,332322 Sheet Metal Work Manufacturing
"Pigott, Inc",http://www.pigottnet.com,"Dynek, Christopher",Retail,Des Moines,IA,$30M to $50M,459410 Office Supplies and Stationery Retailers
Pillow Pets,http://mypillowpets.com,"Dynek, Christopher","Apparel, Footwear & Accessories",Oceanside,CA,$30M to $50M,459910 Pet and Pet Supplies Retailers
Pinnacle Transplant Technologies,http://www.pinnacletransplant.com,"Dambrosio, Thomas",Health & Beauty,Phoenix,AZ,$10M to $20M,621991 Blood and Organ Banks
Pins and Aces Golf Co,http://www.pinsandaces.com,"Zapalac, Ross","Apparel, Footwear & Accessories",Arvada,CO,$500k to $1M,315990 Apparel Accessories and Other Apparel Manufacturing
pirate ship,http://pirateship.com,"Traywick, Reginald",Software,Anchorage,AK,$5M to $10M,541519 Other Computer Related Services
Placement (formerly Ballbox),http://www.playballbox.com,"Dambrosio, Thomas",Retail,Chicago,IL,$10M to $20M,532284 Recreational Goods Rental
PLASCENE INC.,http://www.plascene.com/,"Dambrosio, Thomas",Manufacturing,OXNARD,CA,$5M to $10M,326160 Plastics Bottle Manufacturing
"Plasma Etch, Inc.",http://www.plasmaetch.com,"Uritis, Peter",Manufacturing,Carson City,NV,$5M to $10M,333242 Semiconductor Machinery Manufacturing
"Plastics Plus Technology, Inc.",http://www.plasticsplus.com,"Dambrosio, Thomas",Manufacturing,Redlands,CA,$10M to $20M,326199 All Other Plastics Product Manufacturing
"Plastpro,Inc",http://www.plastproinc.com,"Zapalac, Ross",Manufacturing,Los Angeles,CA,$20M to $30M,321911 Wood Window and Door Manufacturing
"Platinum Converting, Inc.",http://www.platinumconverting.com,"Dambrosio, Thomas",Manufacturing,Itasca,IL,$20M to $30M,323120 Support Activities for Printing
Plato Pet Treats,http://www.platopettreats.com,"Traywick, Reginald",Manufacturing,Fresno,CA,$10M to $20M,311111 Dog and Cat Food Manufacturing
Pletronics Inc,http://www.pletronics.com,"Uritis, Peter",Manufacturing,Lynnwood,WA,$5M to $10M,334419 Other Electronic Component Manufacturing
Plumbing Wholesale Outlet,http://www.pwooutlet.com,"Traywick, Reginald",Manufacturing,Rancho Cucamonga,CA,$5M to $10M,423720 Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers
PlushBeds Inc.,https://www.plushbeds.com/,"Dambrosio, Thomas",Manufacturing,Camarillo,CA,$10M to $20M,337910 Mattress Manufacturing
Plymouth Tube Company,http://www.plymouth.com,"Zapalac, Ross",Manufacturing,Warrenville,IL,$100M to $150M,331210 Iron and Steel Pipe and Tube Manufacturing from Purchased Steel
Poly & Bark,http://www.polyandbark.com,"Dambrosio, Thomas",Retail,Chicago,IL,$10M to $20M,449110 Furniture Retailers
Polymer Engineering Corporation,http://www.pecseals.com,"Uritis, Peter",Manufacturing,Marion,IA,$5M to $10M,"339991 Gasket, Packing, and Sealing Device Manufacturing"
"Pool Covers, Inc.",http://www.poolcoversinc.com,"Traywick, Reginald",Retail,Richmond,CA,$5M to $10M,453998 All Other Miscellaneous Store Retailers (except Tobacco Stores)
Portland Bottling,http://www.portlandbottling.com,"O'Neill, Brian","Apparel, Footwear & Accessories",Portland,OR,$5M to $10M,424350 Clothing and Clothing Accessories Merchant Wholesalers
Post Teton Waters Ranch,http://www.tetonwatersranch.com,"Traywick, Reginald",Manufacturing,Denver,CO,$5M to $10M,112990 All Other Animal Production
Potandon Produce L.L.C.,http://www.potandon.com,"Zapalac, Ross",Retail,Idaho Falls,ID,$50M to $100M,424480 Fresh Fruit and Vegetable Merchant Wholesalers
Potter Electric Signal,http://www.pottersignal.com,"Dynek, Christopher",Manufacturing,Hazelwood,MO,$4 Billion+,423830 Industrial Machinery and Equipment Merchant Wholesalers
Power Machinery Center,http://www.powermachinery.com,"Uritis, Peter",Manufacturing,Oxnard,CA,$10M to $20M,"333924 Industrial Truck, Tractor, Trailer, and Stacker Machinery Manufacturing"
Power Motive Corporation,http://www.powermotivecorp.com,"Traywick, Reginald",Manufacturing,Denver,CO,$30M to $50M,423810 Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers
Power Plastics,http://www.powerplasticscorp.com,"Dambrosio, Thomas",Manufacturing,Portland,OR,$5M to $10M,335932 Noncurrent-Carrying Wiring Device Manufacturing
"Power Stop, LLC",http://www.powerstop.com,"Dynek, Christopher",Manufacturing,Bedford Park,IL,$50M to $100M,336340 Motor Vehicle Brake System Manufacturing
Powerfull Systems,http://powerfull.com,"Zapalac, Ross",General Business,Los Angeles,CA,$20M to $30M,238210 Electrical Contractors and Other Wiring Installation Contractors
PowerPollen,http://www.powerpollen.com/,"Dambrosio, Thomas",Manufacturing,Anes,IA,$5M to $10M,111199 All Other Grain Farming
Powers Of Automation,http://poa-inc.com,"Dambrosio, Thomas",Manufacturing,Bend,OR,$5M to $10M,"334513 Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables"
Powerside,http://www.powerside.com,"Zapalac, Ross",Manufacturing,Alameda,CA,$10M to $20M,334515 Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals
PPM Technologies Inc.,http://www.ppmtech.com,"Dynek, Christopher",Manufacturing,Newberg,OR,$500M to $1B,333241 Food Product Machinery Manufacturing
PPS,https://www.ppsphx.com/,"Traywick, Reginald","Apparel, Footwear & Accessories",Kingman,AZ,$5M to $10M,"332812 Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers"
Practivet,http://www.practivet.com,"O'Neill, Brian",Manufacturing,Tempe,AZ,$5M to $10M,339112 Surgical and Medical Instrument Manufacturing
Pragma Bio,http://www.pragmabio.com,"Traywick, Reginald",Manufacturing,San Francisco,CA,$5M to $10M,325411 Medicinal and Botanical Manufacturing
PRC Composites,http://www.prccal.com,"Zapalac, Ross",Manufacturing,Ontario,CA,$20M to $30M,326199 All Other Plastics Product Manufacturing
PRC INC.,http://www.prccopack.com,"Corbett, Danielle",Food & Beverage,West Jordan,UT,$10M to $20M,561910 Packaging and Labeling Services
PRECISION DIE & STAMPING INCORPORATED,http://www.precisiondie.com,"Corbett, Danielle",Manufacturing,Tempe,AZ,$10M to $20M,"333514 Special Die and Tool, Die Set, Jig, and Fixture Manufacturing"
Precision Ferrites & Ceramics,http://www.semiceramic.com,"Corbett, Danielle",Manufacturing,Huntington Beach,CA,$10M to $20M,"327110 Pottery, Ceramics, and Plumbing Fixture Manufacturing"
Precision Machine,http://www.premach.com,"Corbett, Danielle",Manufacturing,Eugene,OR,$10M to $20M,333922 Conveyor and Conveying Equipment Manufacturing
Premium Canada Holdings ltd,http://www.premiumcanada.ca,"Dambrosio, Thomas",Manufacturing,Kelowna,BC,$5M to $10M,424690 Other Chemical and Allied Products Merchant Wholesalers
"Premium Iowa Pork, L.L.C.",http://www.premiumiowapork.com,"Dynek, Christopher",Retail,Hospers,IA,$100M to $150M,311611 Animal (except Poultry) Slaughtering
Preproduction Plastics Inc.,http://ppiplastics.com,"O'Neill, Brian",Manufacturing,Corona,CA,$10M to $20M,326199 All Other Plastics Product Manufacturing
"Prescott Medical Communications Group, Inc.",https://www.pmcg.agency/,"Corbett, Danielle",Retail,Chicago,IL,$5M to $10M,517919 All Other Telecommunications
"Presidio Medical, Inc",https://presidiomedical.com/,"O'Neill, Brian",Manufacturing,South San Francisco,CA,$5M to $10M,334510 Electromedical and Electrotherapeutic Apparatus Manufacturing
"Price Cold Storage & Packing Co., Inc.",http://priceapples.com,"Traywick, Reginald",Manufacturing,Yakima,WA,$10M to $20M,493120 Refrigerated Warehousing and Storage
Price Pump Manufacturing Co.,http://www.pricepump.com,"Uritis, Peter",Manufacturing,Caldwell,ID,$5M to $10M,"333914 Measuring, Dispensing, and Other Pumping Equipment Manufacturing"
Prier Products Inc.,http://www.prier.com,"Dynek, Christopher",Manufacturing,,MO,$20M to $30M,332913 Plumbing Fixture Fitting and Trim Manufacturing
"Primo Designs, Inc",http://www.primodesigns.net,"O'Neill, Brian","Apparel, Footwear & Accessories",Grandview,IL,$5M to $10M,458110 Clothing and Clothing Accessories Retailers
"Prince Industries, Inc.",http://www.princeind.com,"Traywick, Reginald",Manufacturing,Carol Stream,IL,$50M to $100M,333515 Cutting Tool and Machine Tool Accessory Manufacturing
Printronix,http://www.printronix.com,"Corbett, Danielle",Manufacturing,Irvine,CA,$100M to $150M,811212 Computer and Office Machine Repair and Maintenance
